date,hour,air_temp,dew_point_temp,sea_level_pressure,wind_dir,wind_speed,sky_coverage,precip_1hr,precip_6hr
2014-01-01,00,-8,-40,10122,290,60,1,-9999,0
2014-01-01,01,-4,-40,10121,360,40,-9999,-9999,-9999
2014-01-01,02,-3,-29,10118,340,100,-9999,-9999,-9999
2014-01-01,04,-3,-19,10110,350,100,-9999,-9999,-9999
2014-01-01,05,-5,-24,10107,360,110,-9999,-9999,-9999
2014-01-01,06,-3,-21,10100,360,110,2,-9999,-9999
2014-01-01,07,-3,-17,10098,350,100,-9999,-9999,-9999
2014-01-01,08,-4,-20,10101,360,90,-9999,-9999,-9999
2014-01-01,09,0,-29,10094,330,70,6,-9999,-9999
2014-01-01,10,-1,-27,10092,340,90,-9999,-9999,-9999
2014-01-01,11,-1,-27,10087,340,100,-9999,-9999,-9999
2014-01-01,12,-2,-25,10083,340,90,6,-9999,0
2014-01-01,13,10,-40,10076,40,30,-9999,-9999,-9999
2014-01-01,14,12,-36,10068,120,60,-9999,-9999,-9999
2014-01-01,15,6,-36,10065,350,100,6,-9999,-9999
2014-01-01,16,11,-32,10063,20,40,-9999,-9999,-9999
2014-01-01,17,10,-33,10063,30,70,-9999,-9999,-9999
2014-01-01,18,6,-31,10054,40,70,4,-9999,-9999
2014-01-01,19,10,-29,10040,50,90,-9999,-9999,-9999
2014-01-01,20,12,-33,10038,40,90,-9999,-9999,-9999
2014-01-01,21,8,-25,10039,360,110,-9999,-9999,-9999
2014-01-01,22,12,-24,10033,60,130,-9999,-9999,-9999
2014-01-01,23,10,-28,10025,360,100,-9999,-9999,-9999
2014-01-02,00,15,-24,10022,30,80,8,-9999,-1
2014-01-02,01,19,-28,10009,20,120,-9999,-9999,-9999
2014-01-02,02,18,-21,10007,50,120,-9999,-9999,-9999
2014-01-02,03,16,-14,10001,50,130,-9999,-9999,-9999
2014-01-02,04,16,-18,9995,20,90,-9999,-9999,-9999
2014-01-02,05,9,-11,9987,20,110,-9999,-9999,-9999
2014-01-02,06,19,-7,9980,40,130,8,-9999,-9999
2014-01-02,07,23,-7,9979,30,90,-9999,-9999,-9999
2014-01-02,08,19,-8,9978,50,130,-9999,-9999,-9999
2014-01-02,09,21,-6,9982,60,120,8,-9999,-9999
2014-01-02,10,22,-4,9982,70,130,-9999,-9999,-9999
2014-01-02,11,21,-2,9981,70,120,-9999,-9999,-9999
2014-01-02,12,20,-5,9978,60,100,8,-9999,1
2014-01-02,13,23,-7,9977,60,90,-9999,-9999,-9999
2014-01-02,14,20,-5,9977,50,60,-9999,-9999,-9999
2014-01-02,15,20,-5,9974,70,70,8,-9999,-9999
2014-01-02,16,18,-4,9972,40,30,-9999,-9999,-9999
2014-01-02,17,19,-1,9972,50,40,-9999,-9999,-9999
2014-01-02,18,18,1,9970,30,20,6,-9999,-9999
2014-01-02,19,19,4,9968,70,60,-9999,-9999,-9999
2014-01-02,20,21,6,9968,60,70,-9999,-9999,-9999
2014-01-02,21,23,6,9967,10,80,-9999,-9999,-9999
2014-01-02,22,18,6,9964,70,60,-9999,-9999,-9999
2014-01-02,23,18,-2,9960,90,60,-9999,-9999,-9999
2014-01-03,00,22,-3,9954,50,110,5,-9999,1
2014-01-03,01,19,-7,9951,60,50,-9999,-9999,-9999
2014-01-03,02,26,-4,9936,70,140,-9999,-9999,-9999
2014-01-03,03,28,-2,9936,50,50,-9999,-9999,-9999
2014-01-03,04,26,2,9932,40,70,-9999,-9999,-9999
2014-01-03,05,28,10,9930,70,100,-9999,-9999,-9999
2014-01-03,06,26,9,9929,70,90,7,-9999,-9999
2014-01-03,07,25,7,9928,70,80,-9999,-9999,-9999
2014-01-03,08,27,10,9928,60,90,-9999,-9999,-9999
2014-01-03,09,25,9,9930,50,80,7,-9999,-9999
2014-01-03,10,26,7,9931,40,50,-9999,-9999,-9999
2014-01-03,11,26,6,9928,80,20,-9999,-9999,-9999
2014-01-03,12,31,1,9917,300,40,8,-9999,0
2014-01-03,13,34,0,9915,10,30,-9999,-9999,-9999
2014-01-03,14,26,1,9913,240,10,-9999,-9999,-9999
2014-01-03,15,33,5,9910,40,40,8,-9999,-9999
2014-01-03,16,27,4,9912,360,50,-9999,-9999,-9999
2014-01-03,17,24,6,9909,30,30,-9999,-9999,-9999
2014-01-03,18,31,13,9906,10,30,8,-9999,-9999
2014-01-03,19,27,6,9906,330,60,-9999,-9999,-9999
2014-01-03,20,21,6,9906,360,40,-9999,-9999,-9999
2014-01-03,21,26,9,9906,90,20,-9999,-9999,-9999
2014-01-03,22,12,-2,9904,330,90,-9999,-9999,-9999
2014-01-03,23,19,7,9906,240,40,-9999,-9999,-9999
2014-01-04,00,10,-2,9903,340,100,8,-9999,0
2014-01-04,01,6,-2,9905,330,90,-9999,-9999,-9999
2014-01-04,02,5,-1,9902,310,100,-9999,-9999,-9999
2014-01-04,03,2,-3,9900,310,100,-9999,-9999,-9999
2014-01-04,04,5,-3,9903,200,20,-9999,-9999,-9999
2014-01-04,05,2,-7,9901,240,10,-9999,-9999,-9999
2014-01-04,06,-2,-9,9904,220,20,2,-9999,-9999
2014-01-04,07,-4,-11,9904,20,10,-9999,-9999,-9999
2014-01-04,08,-2,-8,9905,270,10,-9999,-9999,-9999
2014-01-04,09,-2,-8,9908,40,20,1,-9999,-9999
2014-01-04,10,-2,-9,9910,310,10,-9999,-9999,-9999
2014-01-04,11,29,8,9906,10,30,-9999,-9999,-9999
2014-01-04,12,15,-5,9908,240,10,8,-9999,0
2014-01-04,13,15,-4,9908,200,10,-9999,-9999,-9999
2014-01-04,14,29,14,9908,320,20,-9999,-9999,-9999
2014-01-04,15,30,9,9910,70,20,8,-9999,-9999
2014-01-04,16,28,10,9911,90,20,-9999,-9999,-9999
2014-01-04,17,39,7,9911,80,50,-9999,-9999,-9999
2014-01-04,18,36,10,9914,40,50,7,-9999,-9999
2014-01-04,19,32,7,9910,30,60,-9999,-9999,-9999
2014-01-04,20,31,5,9908,150,10,-9999,-9999,-9999
2014-01-04,21,33,10,9915,350,40,-9999,-9999,-9999
2014-01-04,22,22,3,9920,350,50,-9999,-9999,-9999
2014-01-04,23,21,2,9918,350,90,-9999,-9999,-9999
2014-01-05,00,15,-5,9914,350,90,7,-9999,0
2014-01-05,01,21,3,9919,20,50,-9999,-9999,-9999
2014-01-05,02,10,-4,9916,350,110,-9999,-9999,-9999
2014-01-05,03,10,-2,9916,350,100,-9999,-9999,-9999
2014-01-05,04,9,-2,9917,360,100,-9999,-9999,-9999
2014-01-05,05,11,-6,9910,360,120,-9999,-9999,-9999
2014-01-05,06,7,-4,9910,10,130,7,-9999,-9999
2014-01-05,07,7,-4,9908,350,120,-9999,-9999,-9999
2014-01-05,08,6,-5,9905,350,140,-9999,-9999,-9999
2014-01-05,09,5,-4,9907,360,110,8,-9999,-9999
2014-01-05,10,4,-5,9902,350,140,-9999,-9999,-9999
2014-01-05,11,4,-5,9897,360,130,-9999,-9999,-9999
2014-01-05,12,13,1,9898,330,80,7,-9999,-1
2014-01-05,13,35,14,9895,30,30,-9999,-9999,-9999
2014-01-05,14,34,12,9895,60,30,-9999,-9999,-9999
2014-01-05,15,38,8,9890,40,50,6,-9999,-9999
2014-01-05,16,28,9,9883,310,80,-9999,-9999,-9999
2014-01-05,17,19,7,9878,360,90,-9999,-9999,-9999
2014-01-05,18,28,17,9869,350,70,7,-9999,-9999
2014-01-05,19,33,15,9869,40,50,-9999,-9999,-9999
2014-01-05,20,35,13,9867,60,40,-9999,-9999,-9999
2014-01-05,21,29,14,9868,60,70,-9999,-9999,-9999
2014-01-05,22,27,13,9866,60,80,-9999,-9999,-9999
2014-01-05,23,28,18,9864,70,90,-9999,-9999,-9999
2014-01-06,00,24,17,9869,80,90,7,-9999,20
2014-01-06,01,18,12,9876,90,60,-9999,-9999,-9999
2014-01-06,02,22,17,9887,100,50,-9999,-9999,-9999
2014-01-06,03,21,16,9897,110,70,-9999,-9999,-9999
2014-01-06,04,18,13,9903,100,60,-9999,-9999,-9999
2014-01-06,05,22,17,9903,80,60,-9999,-9999,-9999
2014-01-06,06,30,24,9905,70,60,8,-9999,-9999
2014-01-06,07,26,18,9909,50,40,-9999,-9999,-9999
2014-01-06,08,31,24,9909,60,80,-9999,-9999,-9999
2014-01-06,09,31,23,9909,60,70,8,-9999,-9999
2014-01-06,10,37,20,9905,60,90,-9999,-9999,-9999
2014-01-06,11,43,23,9899,60,110,-9999,-9999,-9999
2014-01-06,12,37,18,9899,60,110,8,-9999,20
2014-01-06,13,38,20,9896,60,120,-9999,-9999,-9999
2014-01-06,14,36,25,9891,50,100,-9999,-9999,-9999
2014-01-06,15,34,26,9889,70,130,8,-9999,-9999
2014-01-06,16,31,24,9893,80,110,-9999,-9999,-9999
2014-01-06,17,32,24,9901,70,100,-9999,-9999,-9999
2014-01-06,18,27,21,9904,70,80,8,-9999,-9999
2014-01-06,19,28,22,9905,70,80,-9999,-9999,-9999
2014-01-06,20,27,21,9910,60,70,-9999,-9999,-9999
2014-01-06,21,28,22,9913,50,60,-9999,-9999,-9999
2014-01-06,22,34,25,9913,70,90,-9999,-9999,-9999
2014-01-06,23,30,18,9916,70,80,-9999,-9999,-9999
2014-01-07,00,36,20,9916,50,80,8,-9999,5
2014-01-07,01,34,17,9918,50,100,-9999,-9999,-9999
2014-01-07,02,32,18,9919,60,100,-9999,-9999,-9999
2014-01-07,03,33,18,9920,60,100,-9999,-9999,-9999
2014-01-07,04,33,17,9920,50,90,-9999,-9999,-9999
2014-01-07,05,31,15,9922,50,100,-9999,-9999,-9999
2014-01-07,06,36,8,9923,50,120,8,-9999,-9999
2014-01-07,07,35,3,9925,40,100,-9999,-9999,-9999
2014-01-07,08,38,4,9931,40,130,-9999,-9999,-9999
2014-01-07,09,38,0,9933,30,100,8,-9999,-9999
2014-01-07,10,36,6,9939,50,140,-9999,-9999,-9999
2014-01-07,11,35,4,9947,50,140,-9999,-9999,-9999
2014-01-07,12,36,2,9951,40,130,8,-9999,-1
2014-01-07,13,33,5,9956,50,150,-9999,-9999,-9999
2014-01-07,14,32,3,9963,50,130,-9999,-9999,-9999
2014-01-07,15,32,3,9964,50,140,8,-9999,-9999
2014-01-07,16,32,-2,9968,50,140,-9999,-9999,-9999
2014-01-07,17,28,1,9971,50,150,-9999,-9999,-9999
2014-01-07,18,24,0,9975,50,150,8,-9999,-9999
2014-01-07,19,26,-7,9988,50,110,-9999,-9999,-9999
2014-01-07,20,33,-2,9998,50,120,-9999,-9999,-9999
2014-01-07,21,28,-4,10003,40,150,-9999,-9999,-9999
2014-01-07,22,26,-2,10011,40,130,-9999,-9999,-9999
2014-01-07,23,26,-2,10021,40,130,-9999,-9999,-9999
2014-01-08,00,19,-6,10031,20,90,7,-9999,-1
2014-01-08,01,20,-2,10038,20,120,-9999,-9999,-9999
2014-01-08,02,21,-5,10047,30,110,-9999,-9999,-9999
2014-01-08,03,24,0,10055,20,100,-9999,-9999,-9999
2014-01-08,04,20,-7,10061,20,100,-9999,-9999,-9999
2014-01-08,05,26,-2,10069,20,100,-9999,-9999,-9999
2014-01-08,06,25,-6,10078,40,110,7,-9999,-9999
2014-01-08,07,24,-11,10086,70,130,-9999,-9999,-9999
2014-01-08,08,22,-17,10100,10,70,-9999,-9999,-9999
2014-01-08,09,23,-19,10095,70,150,3,-9999,-9999
2014-01-08,10,17,-21,10106,360,100,-9999,-9999,-9999
2014-01-08,11,12,-17,10119,320,60,-9999,-9999,-9999
2014-01-08,12,9,-19,10127,350,80,4,-9999,-1
2014-01-08,13,13,-24,10120,90,50,-9999,-9999,-9999
2014-01-08,14,15,-17,10136,80,90,-9999,-9999,-9999
2014-01-08,15,14,-16,10139,70,90,4,-9999,-9999
2014-01-08,16,12,-23,10144,40,60,-9999,-9999,-9999
2014-01-08,17,14,-27,10142,80,80,-9999,-9999,-9999
2014-01-08,18,12,-26,10147,100,80,4,-9999,-9999
2014-01-08,19,10,-24,10156,60,50,-9999,-9999,-9999
2014-01-08,20,7,-32,10162,30,50,-9999,-9999,-9999
2014-01-08,21,8,-31,10162,90,90,-9999,-9999,-9999
2014-01-08,22,-1,-32,10161,350,20,-9999,-9999,-9999
2014-01-08,23,7,-30,10158,80,70,-9999,-9999,-9999
2014-01-09,00,6,-27,10158,90,70,1,-9999,0
2014-01-09,01,7,-31,10163,80,60,-9999,-9999,-9999
2014-01-09,02,5,-29,10165,70,50,-9999,-9999,-9999
2014-01-09,03,4,-29,10162,80,30,-9999,-9999,-9999
2014-01-09,04,1,-42,10166,30,20,-9999,-9999,-9999
2014-01-09,05,1,-43,10167,30,20,-9999,-9999,-9999
2014-01-09,06,2,-42,10169,0,-9999,3,-9999,-9999
2014-01-09,07,11,-42,10166,70,50,-9999,-9999,-9999
2014-01-09,08,4,-44,10168,60,30,-9999,-9999,-9999
2014-01-09,09,9,-39,10170,70,60,3,-9999,-9999
2014-01-09,10,6,-39,10168,60,20,-9999,-9999,-9999
2014-01-09,11,7,-40,10166,100,40,-9999,-9999,-9999
2014-01-09,12,5,-38,10163,80,30,3,-9999,0
2014-01-09,13,5,-37,10165,90,30,-9999,-9999,-9999
2014-01-09,14,10,-33,10169,80,50,-9999,-9999,-9999
2014-01-09,15,11,-26,10168,90,50,5,-9999,-9999
2014-01-09,16,4,-19,10167,110,60,-9999,-9999,-9999
2014-01-09,17,5,-11,10165,70,30,-9999,-9999,-9999
2014-01-09,18,7,-13,10167,100,50,5,-9999,-9999
2014-01-09,19,8,-15,10169,110,40,-9999,-9999,-9999
2014-01-09,20,6,-16,10170,110,30,-9999,-9999,-9999
2014-01-09,21,4,-15,10168,160,30,-9999,-9999,-9999
2014-01-09,22,7,-16,10169,90,40,-9999,-9999,-9999
2014-01-09,23,7,-16,10167,90,30,-9999,-9999,-9999
2014-01-10,00,11,-18,10165,100,50,7,-9999,0
2014-01-10,01,10,-19,10164,100,50,-9999,-9999,-9999
2014-01-10,02,10,-21,10162,110,40,-9999,-9999,-9999
2014-01-10,03,9,-22,10159,150,30,-9999,-9999,-9999
2014-01-10,04,5,-19,10158,150,30,-9999,-9999,-9999
2014-01-10,05,4,-14,10156,90,50,-9999,-9999,-9999
2014-01-10,06,9,-24,10154,110,40,7,-9999,-9999
2014-01-10,07,7,-13,10156,90,70,-9999,-9999,-9999
2014-01-10,08,3,-14,10155,40,10,-9999,-9999,-9999
2014-01-10,09,5,-11,10153,130,20,5,-9999,-9999
2014-01-10,10,5,-12,10155,150,40,-9999,-9999,-9999
2014-01-10,11,4,-9,10153,100,70,-9999,-9999,-9999
2014-01-10,12,5,-5,10148,100,60,8,-9999,1
2014-01-10,13,6,-8,10147,90,50,-9999,-9999,-9999
2014-01-10,14,9,-10,10148,110,40,-9999,-9999,-9999
2014-01-10,15,6,-8,10149,120,70,6,-9999,-9999
2014-01-10,16,6,-11,10147,110,40,-9999,-9999,-9999
2014-01-10,17,8,-6,10145,120,30,-9999,-9999,-9999
2014-01-10,18,-3,-17,10143,220,30,2,-9999,-9999
2014-01-10,19,7,-6,10142,110,50,-9999,-9999,-9999
2014-01-10,20,5,-7,10144,140,50,-9999,-9999,-9999
2014-01-10,21,2,-10,10143,110,30,-9999,-9999,-9999
2014-01-10,22,4,-8,10143,90,50,-9999,-9999,-9999
2014-01-10,23,2,-11,10142,80,10,-9999,-9999,-9999
2014-01-11,00,4,-11,10142,80,50,4,-9999,1
2014-01-11,01,3,-12,10142,40,10,-9999,-9999,-9999
2014-01-11,02,4,-11,10141,70,60,-9999,-9999,-9999
2014-01-11,03,0,-11,10140,10,10,-9999,-9999,-9999
2014-01-11,04,0,-11,10138,90,40,-9999,-9999,-9999
2014-01-11,05,1,-11,10137,70,60,-9999,-9999,-9999
2014-01-11,06,-1,-11,10138,190,20,4,-9999,-9999
2014-01-11,07,1,-13,10137,80,40,-9999,-9999,-9999
2014-01-11,08,6,-6,10143,100,40,-9999,-9999,-9999
2014-01-11,09,3,-12,10144,80,50,3,-9999,-9999
2014-01-11,10,-6,-17,10146,20,20,-9999,-9999,-9999
2014-01-11,11,3,-10,10149,160,40,-9999,-9999,-9999
2014-01-11,12,-1,-13,10147,40,10,5,-9999,1
2014-01-11,13,4,-10,10145,90,50,-9999,-9999,-9999
2014-01-11,14,2,-8,10150,100,50,-9999,-9999,-9999
2014-01-11,15,-2,-11,10148,90,20,6,-9999,-9999
2014-01-11,16,-2,-8,10154,130,60,-9999,-9999,-9999
2014-01-11,17,-4,-11,10153,290,10,-9999,-9999,-9999
2014-01-11,18,2,-9,10155,90,30,7,-9999,-9999
2014-01-11,19,8,-18,10159,90,50,-9999,-9999,-9999
2014-01-11,20,5,-16,10165,190,50,-9999,-9999,-9999
2014-01-11,21,-3,-19,10169,220,20,-9999,-9999,-9999
2014-01-11,22,0,-12,10172,90,30,-9999,-9999,-9999
2014-01-11,23,-4,-18,10172,150,10,-9999,-9999,-9999
2014-01-12,00,6,-15,10176,120,70,5,-9999,0
2014-01-12,01,-2,-18,10179,60,10,-9999,-9999,-9999
2014-01-12,02,-5,-24,10181,60,30,-9999,-9999,-9999
2014-01-12,03,7,-15,10182,110,50,-9999,-9999,-9999
2014-01-12,04,7,-22,10185,150,30,-9999,-9999,-9999
2014-01-12,05,7,-25,10187,170,90,-9999,-9999,-9999
2014-01-12,06,7,-29,10191,150,60,5,-9999,-9999
2014-01-12,07,-11,-30,10194,160,30,-9999,-9999,-9999
2014-01-12,08,-8,-25,10197,250,10,-9999,-9999,-9999
2014-01-12,09,4,-29,10199,160,50,3,-9999,-9999
2014-01-12,10,-14,-38,10203,220,30,-9999,-9999,-9999
2014-01-12,11,-9,-28,10207,240,20,-9999,-9999,-9999
2014-01-12,12,-2,-25,10209,230,20,5,-9999,0
2014-01-12,13,-8,-32,10209,230,10,-9999,-9999,-9999
2014-01-12,14,-6,-30,10209,230,10,-9999,-9999,-9999
2014-01-12,15,-4,-30,10210,160,10,6,-9999,-9999
2014-01-12,16,-5,-17,10211,250,10,-9999,-9999,-9999
2014-01-12,17,3,-16,10212,140,60,-9999,-9999,-9999
2014-01-12,18,-1,-18,10214,110,50,5,-9999,-9999
2014-01-12,19,-2,-14,10219,100,30,-9999,-9999,-9999
2014-01-12,20,0,-10,10220,130,50,-9999,-9999,-9999
2014-01-12,21,0,-10,10220,110,40,-9999,-9999,-9999
2014-01-12,22,4,-9,10220,100,60,-9999,-9999,-9999
2014-01-12,23,6,-8,10222,120,60,-9999,-9999,-9999
2014-01-13,00,7,-11,10222,110,50,-9999,-9999,-9999
2014-01-13,01,5,-12,10223,100,60,-9999,-9999,-9999
2014-01-13,03,-15,-30,10227,20,20,-9999,-9999,-9999
2014-01-13,04,-6,-18,10227,50,20,-9999,-9999,-9999
2014-01-13,05,-4,-24,10229,30,30,-9999,-9999,-9999
2014-01-13,06,-3,-15,10230,360,10,4,-9999,-9999
2014-01-13,07,-6,-24,10233,40,20,-9999,-9999,-9999
2014-01-13,08,-8,-32,10235,40,40,-9999,-9999,-9999
2014-01-13,09,5,-21,10238,70,70,2,-9999,-9999
2014-01-13,10,7,-28,10239,80,80,-9999,-9999,-9999
2014-01-13,11,1,-40,10239,90,80,-9999,-9999,-9999
2014-01-13,12,0,-36,10241,80,80,1,-9999,-9999
2014-01-13,13,-1,-38,10237,90,110,-9999,-9999,-9999
2014-01-13,14,0,-40,10241,80,80,-9999,-9999,-9999
2014-01-13,15,-1,-41,10240,80,90,7,-9999,-9999
2014-01-13,16,-3,-33,10239,60,70,-9999,-9999,-9999
2014-01-13,17,0,-38,10238,60,90,-9999,-9999,-9999
2014-01-13,18,1,-45,10237,70,90,4,-9999,-9999
2014-01-13,19,1,-35,10235,60,110,-9999,-9999,-9999
2014-01-13,20,1,-34,10234,60,100,-9999,-9999,-9999
2014-01-13,21,3,-37,10234,70,110,-9999,-9999,-9999
2014-01-13,22,2,-31,10232,70,100,-9999,-9999,-9999
2014-01-13,23,1,-33,10229,70,110,-9999,-9999,-9999
2014-01-14,00,0,-26,10226,60,100,5,-9999,-9999
2014-01-14,01,0,-31,10224,70,100,-9999,-9999,-9999
2014-01-14,02,1,-34,10218,70,100,-9999,-9999,-9999
2014-01-14,03,-11,-43,10215,30,60,-9999,-9999,-9999
2014-01-14,04,-10,-39,10210,40,50,-9999,-9999,-9999
2014-01-14,05,-14,-48,10204,30,60,-9999,-9999,-9999
2014-01-14,06,-7,-41,10197,50,80,2,-9999,-9999
2014-01-14,07,-6,-43,10193,50,80,-9999,-9999,-9999
2014-01-14,08,-6,-42,10189,60,80,-9999,-9999,-9999
2014-01-14,09,-5,-41,10183,70,90,2,-9999,-9999
2014-01-14,10,-4,-43,10180,70,100,-9999,-9999,-9999
2014-01-14,11,-5,-50,10175,60,80,-9999,-9999,-9999
2014-01-14,12,-6,-44,10168,70,80,4,-9999,-9999
2014-01-14,13,-7,-45,10160,60,70,-9999,-9999,-9999
2014-01-14,14,-20,-56,10152,40,70,-9999,-9999,-9999
2014-01-14,15,-29,-74,10147,340,10,3,-9999,-9999
2014-01-14,16,-19,-59,10139,360,40,-9999,-9999,-9999
2014-01-14,18,-17,-51,10125,360,90,3,-9999,-9999
2014-01-14,19,-16,-35,10117,350,110,-9999,-9999,-9999
2014-01-14,20,-13,-26,10112,350,100,-9999,-9999,-9999
2014-01-14,21,-11,-21,10109,350,100,-9999,-9999,-9999
2014-01-14,22,-10,-20,10104,340,70,-9999,-9999,-9999
2014-01-14,23,1,-23,10101,340,20,-9999,-9999,-9999
2014-01-15,00,-1,-17,10100,70,10,8,-9999,-9999
2014-01-15,01,-3,-16,10098,220,30,-9999,-9999,-9999
2014-01-15,02,-6,-19,10098,220,10,-9999,-9999,-9999
2014-01-15,03,3,-8,10098,160,40,-9999,-9999,-9999
2014-01-15,04,2,-12,10096,160,50,-9999,-9999,-9999
2014-01-15,05,-6,-19,10096,210,10,-9999,-9999,-9999
2014-01-15,06,-17,-33,10098,320,10,5,-9999,-9999
2014-01-15,07,-24,-42,10100,330,10,-9999,-9999,-9999
2014-01-15,08,-25,-44,10102,290,20,-9999,-9999,-9999
2014-01-15,09,-21,-45,10108,310,10,3,-9999,-9999
2014-01-15,10,-22,-49,10110,320,20,-9999,-9999,-9999
2014-01-15,11,-11,-35,10109,340,10,-9999,-9999,-9999
2014-01-15,12,-17,-38,10106,330,20,4,-9999,-9999
2014-01-15,13,-10,-28,10104,330,10,-9999,-9999,-9999
2014-01-15,14,-7,-43,10101,250,10,-9999,-9999,-9999
2014-01-15,15,6,-17,10101,80,50,7,-9999,-9999
2014-01-15,16,4,-15,10103,70,10,-9999,-9999,-9999
2014-01-15,17,5,-10,10099,340,20,-9999,-9999,-9999
2014-01-15,18,11,-1,10098,90,40,8,-9999,-9999
2014-01-15,19,15,6,10096,90,60,-9999,-9999,-9999
2014-01-15,20,19,13,10097,170,60,-9999,-9999,-9999
2014-01-15,21,15,9,10100,210,40,-9999,-9999,-9999
2014-01-15,22,19,13,10103,210,50,-9999,-9999,-9999
2014-01-15,23,17,11,10104,200,50,-9999,-9999,-9999
2014-01-16,00,21,15,10106,160,80,8,-9999,-9999
2014-01-16,01,19,7,10107,220,30,-9999,-9999,-9999
2014-01-16,02,18,8,10108,200,20,-9999,-9999,-9999
2014-01-16,03,17,8,10108,180,30,-9999,-9999,-9999
2014-01-16,04,19,11,10106,160,60,-9999,-9999,-9999
2014-01-16,05,17,9,10106,150,80,-9999,-9999,-9999
2014-01-16,06,15,7,10105,180,70,8,-9999,-9999
2014-01-16,07,15,6,10104,210,30,-9999,-9999,-9999
2014-01-16,08,15,2,10104,180,30,-9999,-9999,-9999
2014-01-16,09,15,-9,10106,150,50,8,-9999,-9999
2014-01-16,10,15,-6,10105,130,40,-9999,-9999,-9999
2014-01-16,11,15,-4,10102,110,40,-9999,-9999,-9999
2014-01-16,12,13,-15,10098,120,80,8,-9999,-9999
2014-01-16,13,5,-12,10098,140,100,-9999,-9999,-9999
2014-01-16,14,10,-6,10093,130,40,-9999,-9999,-9999
2014-01-16,15,10,-18,10087,120,60,6,-9999,-9999
2014-01-16,16,3,-14,10085,110,20,-9999,-9999,-9999
2014-01-16,17,9,-18,10081,120,70,-9999,-9999,-9999
2014-01-16,18,9,-16,10076,110,60,3,-9999,-9999
2014-01-16,19,7,-14,10074,100,60,-9999,-9999,-9999
2014-01-16,20,6,-11,10070,90,70,-9999,-9999,-9999
2014-01-16,21,9,-9,10068,80,70,-9999,-9999,-9999
2014-01-16,22,6,-7,10063,90,50,-9999,-9999,-9999
2014-01-16,23,9,-6,10057,80,70,-9999,-9999,-9999
2014-01-17,00,8,-6,10054,80,70,9,-9999,-9999
2014-01-17,01,9,-1,10046,90,60,-9999,-9999,-9999
2014-01-17,02,9,0,10041,100,60,-9999,-9999,-9999
2014-01-17,03,13,6,10037,130,70,-9999,-9999,-9999
2014-01-17,04,10,3,10038,220,20,-9999,-9999,-9999
2014-01-17,05,12,5,10038,210,20,-9999,-9999,-9999
2014-01-17,06,17,10,10041,170,40,8,-9999,-9999
2014-01-17,07,19,13,10044,160,70,-9999,-9999,-9999
2014-01-17,08,16,9,10049,180,50,-9999,-9999,-9999
2014-01-17,09,15,8,10054,170,70,8,-9999,-9999
2014-01-17,10,18,10,10056,160,80,-9999,-9999,-9999
2014-01-17,11,16,8,10056,160,80,-9999,-9999,-9999
2014-01-17,12,18,10,10058,140,60,8,-9999,-9999
2014-01-17,13,17,8,10061,110,40,-9999,-9999,-9999
2014-01-17,14,17,8,10063,120,30,-9999,-9999,-9999
2014-01-17,15,17,7,10066,160,20,8,-9999,-9999
2014-01-17,16,18,8,10068,140,50,-9999,-9999,-9999
2014-01-17,17,22,5,10068,130,80,-9999,-9999,-9999
2014-01-17,18,19,5,10075,120,40,8,-9999,-9999
2014-01-17,19,21,4,10078,120,60,-9999,-9999,-9999
2014-01-17,20,21,4,10082,120,60,-9999,-9999,-9999
2014-01-17,21,18,2,10086,130,50,-9999,-9999,-9999
2014-01-17,22,19,4,10090,120,70,-9999,-9999,-9999
2014-01-17,23,19,5,10092,120,60,-9999,-9999,-9999
2014-01-18,00,15,-1,10093,120,80,8,-9999,0
2014-01-18,01,19,0,10092,140,50,-9999,-9999,-9999
2014-01-18,02,18,-1,10096,110,80,-9999,-9999,-9999
2014-01-18,03,18,-5,10093,120,70,-9999,-9999,-9999
2014-01-18,04,13,-8,10095,100,70,-9999,-9999,-9999
2014-01-18,05,17,-5,10098,90,80,-9999,-9999,-9999
2014-01-18,06,16,-8,10097,90,80,7,-9999,-9999
2014-01-18,07,14,-8,10097,90,90,-9999,-9999,-9999
2014-01-18,08,13,-7,10099,90,90,-9999,-9999,-9999
2014-01-18,09,9,-8,10099,80,90,3,-9999,-9999
2014-01-18,10,10,-12,10102,80,110,-9999,-9999,-9999
2014-01-18,11,8,-12,10099,70,70,-9999,-9999,-9999
2014-01-18,12,10,-10,10097,70,90,5,-9999,0
2014-01-18,13,9,-2,10095,70,70,-9999,-9999,-9999
2014-01-18,14,11,-6,10091,60,70,-9999,-9999,-9999
2014-01-18,15,13,-10,10086,80,90,7,-9999,-9999
2014-01-18,16,12,-9,10085,90,100,-9999,-9999,-9999
2014-01-18,17,13,-8,10083,80,80,-9999,-9999,-9999
2014-01-18,18,14,-5,10078,90,80,8,-9999,-9999
2014-01-18,19,15,-2,10077,80,90,-9999,-9999,-9999
2014-01-18,20,17,-1,10074,80,80,-9999,-9999,-9999
2014-01-18,21,18,3,10071,80,90,-9999,-9999,-9999
2014-01-18,22,11,1,10074,110,60,-9999,-9999,-9999
2014-01-18,23,13,4,10072,110,60,-9999,-9999,-9999
2014-01-19,00,10,2,10075,140,60,8,-9999,1
2014-01-19,01,7,1,10077,120,40,-9999,-9999,-9999
2014-01-19,02,10,5,10073,100,60,-9999,-9999,-9999
