date,hour,air_temp,dew_point_temp,sea_level_pressure,wind_dir,wind_speed,sky_coverage,precip_1hr,precip_6hr
2014-02-17,13,-22,-35,10096,330,80,-9999,-9999,-9999
2014-02-17,14,-20,-29,10101,330,70,-9999,-9999,-9999
2014-02-17,15,-18,-28,10108,350,60,8,-9999,-9999
2014-02-17,16,-18,-28,10111,330,80,-9999,-9999,-9999
2014-02-17,17,-15,-26,10114,350,70,-9999,-9999,-9999
2014-02-17,18,-13,-25,10119,360,60,8,-9999,-9999
2014-02-17,19,-13,-27,10126,350,40,-9999,-9999,-9999
2014-02-17,20,-12,-27,10128,350,50,-9999,-9999,-9999
2014-02-17,21,-13,-30,10135,350,50,-9999,-9999,-9999
2014-02-17,22,-15,-34,10140,340,70,-9999,-9999,-9999
2014-02-17,23,-20,-38,10144,10,90,-9999,-9999,-9999
2014-02-18,00,-28,-51,10148,360,90,7,-9999,-1
2014-02-18,01,-30,-59,10154,360,70,-9999,-9999,-9999
2014-02-18,02,-31,-63,10157,360,70,-9999,-9999,-9999
2014-02-18,03,-33,-63,10160,350,70,-9999,-9999,-9999
2014-02-18,04,-33,-61,10160,350,50,-9999,-9999,-9999
2014-02-18,05,-33,-65,10160,340,60,-9999,-9999,-9999
2014-02-18,06,-35,-70,10162,350,90,7,-9999,-9999
2014-02-18,07,-38,-76,10163,340,90,-9999,-9999,-9999
2014-02-18,08,-41,-83,10166,340,90,-9999,-9999,-9999
2014-02-18,09,-41,-88,10168,340,100,3,-9999,-9999
2014-02-18,10,-41,-87,10168,340,100,-9999,-9999,-9999
2014-02-18,11,-41,-87,10170,340,90,-9999,-9999,-9999
2014-02-18,12,-41,-83,10172,340,100,3,-9999,0
2014-02-18,13,-43,-92,10168,340,100,-9999,-9999,-9999
2014-02-18,15,-43,-88,10168,340,90,2,-9999,-9999
2014-02-18,16,-43,-85,10162,340,90,-9999,-9999,-9999
2014-02-18,17,-44,-83,10161,330,100,-9999,-9999,-9999
2014-02-18,18,-41,-78,10165,330,100,2,-9999,-9999
2014-02-18,19,-39,-75,10162,340,120,-9999,-9999,-9999
2014-02-18,20,-36,-71,10161,340,130,-9999,-9999,-9999
2014-02-18,21,-36,-69,10163,330,130,-9999,-9999,-9999
2014-02-18,22,-33,-65,10163,340,130,-9999,-9999,-9999
2014-02-18,23,-30,-61,10161,340,130,-9999,-9999,-9999
2014-02-19,00,-29,-60,10157,330,130,2,-9999,0
2014-02-19,01,-26,-56,10159,340,120,-9999,-9999,-9999
2014-02-19,02,-25,-56,10152,340,130,-9999,-9999,-9999
2014-02-19,03,-24,-49,10151,340,110,-9999,-9999,-9999
2014-02-19,04,-21,-42,10151,340,100,-9999,-9999,-9999
2014-02-19,05,-22,-43,10147,340,120,-9999,-9999,-9999
2014-02-19,06,-22,-40,10146,340,110,2,-9999,-9999
2014-02-19,07,-21,-36,10149,340,110,-9999,-9999,-9999
2014-02-19,08,-23,-32,10146,350,110,-9999,-9999,-9999
2014-02-19,09,-29,-37,10144,330,150,7,-9999,-9999
2014-02-19,10,-26,-37,10142,340,140,-9999,-9999,-9999
2014-02-19,11,-22,-33,10142,340,120,-9999,-9999,-9999
2014-02-19,12,-13,-21,10147,340,70,5,-9999,0
2014-02-19,13,-9,-17,10146,350,80,-9999,-9999,-9999
2014-02-19,14,-8,-18,10139,350,100,-9999,-9999,-9999
2014-02-19,15,-9,-20,10138,350,80,4,-9999,-9999
2014-02-19,16,-6,-19,10134,310,60,-9999,-9999,-9999
2014-02-19,17,-11,-30,10130,300,40,-9999,-9999,-9999
2014-02-19,18,3,-28,10130,230,30,1,-9999,-9999
2014-02-19,19,3,-22,10132,240,20,-9999,-9999,-9999
2014-02-19,20,-4,-34,10130,230,20,-9999,-9999,-9999
2014-02-19,21,-4,-32,10128,220,20,-9999,-9999,-9999
2014-02-19,22,2,-28,10130,310,20,-9999,-9999,-9999
2014-02-19,23,-6,-31,10129,260,20,-9999,-9999,-9999
2014-02-20,00,3,-21,10129,170,30,0,-9999,0
2014-02-20,01,4,-12,10126,180,10,-9999,-9999,-9999
2014-02-20,02,8,-17,10123,360,10,-9999,-9999,-9999
2014-02-20,03,7,-13,10120,50,10,-9999,-9999,-9999
2014-02-20,04,15,-1,10120,80,60,-9999,-9999,-9999
2014-02-20,05,16,-2,10114,70,50,-9999,-9999,-9999
2014-02-20,06,17,0,10113,80,60,1,-9999,-9999
2014-02-20,07,17,0,10111,80,70,-9999,-9999,-9999
2014-02-20,08,16,-1,10111,80,60,-9999,-9999,-9999
2014-02-20,09,16,1,10111,70,60,1,-9999,-9999
2014-02-20,10,17,1,10110,90,80,-9999,-9999,-9999
2014-02-20,11,18,-2,10109,70,50,-9999,-9999,-9999
2014-02-20,12,19,-2,10108,80,60,1,-9999,0
2014-02-20,13,19,-5,10105,80,50,-9999,-9999,-9999
2014-02-20,14,17,-11,10101,70,50,-9999,-9999,-9999
2014-02-20,15,16,-13,10097,80,50,1,-9999,-9999
2014-02-20,16,13,-15,10093,60,50,-9999,-9999,-9999
2014-02-20,17,12,-11,10089,80,50,-9999,-9999,-9999
2014-02-20,18,9,-12,10087,60,30,1,-9999,-9999
2014-02-20,19,9,-12,10085,60,50,-9999,-9999,-9999
2014-02-20,20,12,-8,10080,80,60,-9999,-9999,-9999
2014-02-20,21,12,-6,10078,90,70,-9999,-9999,-9999
2014-02-20,22,10,-5,10075,80,60,-9999,-9999,-9999
2014-02-20,23,10,-9,10072,90,50,-9999,-9999,-9999
2014-02-21,00,11,-11,10071,70,50,2,-9999,0
2014-02-21,01,5,-26,10068,60,40,-9999,-9999,-9999
2014-02-21,02,8,-35,10063,60,60,-9999,-9999,-9999
2014-02-21,03,9,-27,10055,60,40,-9999,-9999,-9999
2014-02-21,04,7,-24,10050,40,40,-9999,-9999,-9999
2014-02-21,05,15,-29,10043,70,70,-9999,-9999,-9999
2014-02-21,06,7,-20,10040,80,70,2,-9999,-9999
2014-02-21,07,11,-39,10037,60,80,-9999,-9999,-9999
2014-02-21,08,7,-44,10035,50,90,-9999,-9999,-9999
2014-02-21,09,13,-40,10031,70,90,5,-9999,-9999
2014-02-21,10,12,-29,10027,60,90,-9999,-9999,-9999
2014-02-21,11,12,-38,10022,70,100,-9999,-9999,-9999
2014-02-21,12,9,-31,10017,60,100,2,-9999,0
2014-02-21,13,11,-29,10013,60,90,-9999,-9999,-9999
2014-02-21,14,11,-30,10010,60,70,-9999,-9999,-9999
2014-02-21,15,7,-32,10005,30,60,5,-9999,-9999
2014-02-21,16,7,-37,10002,20,70,-9999,-9999,-9999
2014-02-21,17,3,-34,10002,50,80,-9999,-9999,-9999
2014-02-21,18,3,-37,10000,30,50,4,-9999,-9999
2014-02-21,19,2,-33,9999,20,60,-9999,-9999,-9999
2014-02-21,20,2,-51,9994,360,50,-9999,-9999,-9999
2014-02-21,21,-1,-36,9991,350,60,-9999,-9999,-9999
2014-02-21,22,0,-42,9987,360,60,-9999,-9999,-9999
2014-02-21,23,-1,-47,9987,50,60,-9999,-9999,-9999
2014-02-22,00,-1,-60,9977,10,30,2,-9999,0
2014-02-22,01,0,-57,9976,70,40,-9999,-9999,-9999
2014-02-22,02,-3,-44,9975,80,70,-9999,-9999,-9999
2014-02-22,03,-6,-42,9968,30,60,-9999,-9999,-9999
2014-02-22,04,-9,-37,9968,360,90,-9999,-9999,-9999
2014-02-22,05,-9,-49,9966,100,60,-9999,-9999,-9999
2014-02-22,06,-12,-42,9961,360,110,3,-9999,-9999
2014-02-22,07,-9,-47,9966,80,60,-9999,-9999,-9999
2014-02-22,08,-10,-41,9964,360,100,-9999,-9999,-9999
2014-02-22,09,-10,-43,9956,360,120,4,-9999,-9999
2014-02-22,10,-7,-47,9966,20,70,-9999,-9999,-9999
2014-02-22,11,-8,-41,9966,10,90,-9999,-9999,-9999
2014-02-22,12,-9,-47,9958,360,120,6,-9999,-1
2014-02-22,13,-10,-41,9967,10,120,-9999,-9999,-9999
2014-02-22,14,-13,-37,9967,10,120,-9999,-9999,-9999
2014-02-22,15,-17,-41,9963,10,110,7,-9999,-9999
2014-02-22,16,-22,-47,9967,20,110,-9999,-9999,-9999
2014-02-22,17,-28,-50,9965,10,120,-9999,-9999,-9999
2014-02-22,18,-32,-53,9966,10,100,7,-9999,-9999
2014-02-22,19,-37,-56,9968,360,90,-9999,-9999,-9999
2014-02-22,20,-41,-60,9970,10,120,-9999,-9999,-9999
2014-02-22,21,-45,-64,9970,360,90,-9999,-9999,-9999
2014-02-22,22,-51,-67,9972,360,90,-9999,-9999,-9999
2014-02-22,23,-54,-72,9969,350,110,-9999,-9999,-9999
2014-02-23,00,-59,-78,9968,350,90,7,-9999,-1
2014-02-23,01,-61,-84,9966,350,80,-9999,-9999,-9999
2014-02-23,02,-63,-87,9964,360,80,-9999,-9999,-9999
2014-02-23,03,-62,-90,9958,360,80,-9999,-9999,-9999
2014-02-23,04,-62,-92,9953,350,80,-9999,-9999,-9999
2014-02-23,05,-61,-95,9948,350,80,-9999,-9999,-9999
2014-02-23,06,-60,-95,9946,360,70,7,-9999,-9999
2014-02-23,07,-60,-92,9940,340,80,-9999,-9999,-9999
2014-02-23,08,-52,-80,9938,340,90,-9999,-9999,-9999
2014-02-23,09,-37,-69,9934,360,80,7,-9999,-9999
2014-02-23,10,-33,-65,9930,10,90,-9999,-9999,-9999
2014-02-23,11,-31,-53,9924,10,100,-9999,-9999,-9999
2014-02-23,12,-31,-57,9922,10,100,7,-9999,-1
2014-02-23,13,-28,-52,9917,20,80,-9999,-9999,-9999
2014-02-23,14,-25,-57,9911,20,50,-9999,-9999,-9999
2014-02-23,15,-23,-49,9904,10,80,6,-9999,-9999
2014-02-23,16,-16,-44,9897,10,80,-9999,-9999,-9999
2014-02-23,17,-17,-41,9891,70,20,-9999,-9999,-9999
2014-02-23,18,-18,-41,9887,20,80,8,-9999,-9999
2014-02-23,19,-17,-48,9887,10,60,-9999,-9999,-9999
2014-02-23,20,-14,-47,9885,350,30,-9999,-9999,-9999
2014-02-23,21,-15,-52,9881,60,100,-9999,-9999,-9999
2014-02-23,22,-19,-57,9881,360,70,-9999,-9999,-9999
2014-02-23,23,-25,-49,9879,10,120,-9999,-9999,-9999
2014-02-24,00,-26,-50,9875,10,130,8,-9999,0
2014-02-24,01,-23,-48,9871,360,110,-9999,-9999,-9999
2014-02-24,02,-20,-44,9872,350,70,-9999,-9999,-9999
2014-02-24,03,-19,-36,9869,360,70,-9999,-9999,-9999
2014-02-24,04,-19,-51,9864,10,70,-9999,-9999,-9999
2014-02-24,05,-13,-38,9863,20,90,-9999,-9999,-9999
2014-02-24,06,-16,-36,9861,10,140,2,-9999,-9999
2014-02-24,07,-18,-31,9863,360,100,-9999,-9999,-9999
2014-02-24,08,-14,-23,9864,350,100,-9999,-9999,-9999
2014-02-24,09,-11,-22,9864,360,110,7,-9999,-9999
2014-02-24,10,-13,-24,9869,10,140,-9999,-9999,-9999
2014-02-24,11,-13,-23,9871,360,110,-9999,-9999,-9999
2014-02-24,12,-2,-16,9870,350,60,8,-9999,1
2014-02-24,13,-14,-21,9871,360,120,-9999,-9999,-9999
2014-02-24,14,-10,-21,9871,350,120,-9999,-9999,-9999
2014-02-24,15,-12,-21,9875,360,110,9,-9999,-9999
2014-02-24,16,-21,-28,9882,10,170,-9999,-9999,-9999
2014-02-24,17,-30,-36,9891,10,180,-9999,-9999,-9999
2014-02-24,18,-39,-44,9905,10,200,9,-9999,-9999
2014-02-24,19,-39,-43,9917,10,180,-9999,-9999,-9999
2014-02-24,20,-41,-45,9927,360,170,-9999,-9999,-9999
2014-02-24,21,-44,-48,9937,360,180,-9999,-9999,-9999
2014-02-24,22,-46,-54,9950,360,140,-9999,-9999,-9999
2014-02-24,23,-48,-56,9958,350,170,-9999,-9999,-9999
2014-02-25,00,-52,-63,9966,360,160,9,-9999,20
2014-02-25,01,-55,-67,9985,350,150,-9999,-9999,-9999
2014-02-25,02,-60,-74,9994,350,150,-9999,-9999,-9999
2014-02-25,03,-62,-76,10002,350,140,-9999,-9999,-9999
2014-02-25,04,-67,-87,10016,350,130,-9999,-9999,-9999
2014-02-25,05,-72,-99,10026,350,140,-9999,-9999,-9999
2014-02-25,06,-74,-99,10035,340,140,2,-9999,-9999
2014-02-25,07,-77,-101,10050,350,130,-9999,-9999,-9999
2014-02-25,08,-80,-107,10057,340,160,-9999,-9999,-9999
2014-02-25,09,-80,-107,10068,340,150,3,-9999,-9999
2014-02-25,10,-81,-109,10079,330,150,-9999,-9999,-9999
2014-02-25,11,-80,-109,10093,340,140,-9999,-9999,-9999
2014-02-25,12,-80,-110,10103,340,120,3,-9999,-1
2014-02-25,13,-83,-112,10111,340,100,-9999,-9999,-9999
2014-02-25,14,-82,-107,10124,360,80,-9999,-9999,-9999
2014-02-25,15,-83,-111,10131,360,80,6,-9999,-9999
2014-02-25,16,-81,-107,10137,360,50,-9999,-9999,-9999
2014-02-25,17,-81,-108,10138,10,100,-9999,-9999,-9999
2014-02-25,18,-79,-107,10146,340,50,7,-9999,-9999
2014-02-25,19,-76,-103,10152,10,70,-9999,-9999,-9999
2014-02-25,20,-78,-106,10157,10,60,-9999,-9999,-9999
2014-02-25,21,-79,-106,10158,350,30,-9999,-9999,-9999
2014-02-25,22,-74,-99,10157,360,100,-9999,-9999,-9999
2014-02-25,23,-83,-110,10162,310,40,-9999,-9999,-9999
2014-02-26,00,-70,-95,10158,350,70,2,-9999,-1
2014-02-26,01,-63,-85,10162,200,40,-9999,-9999,-9999
2014-02-26,02,-56,-88,10156,300,60,-9999,-9999,-9999
2014-02-26,03,-58,-82,10150,200,30,-9999,-9999,-9999
2014-02-26,04,-47,-77,10150,180,50,-9999,-9999,-9999
2014-02-26,05,-44,-65,10146,110,60,-9999,-9999,-9999
2014-02-26,06,-47,-72,10146,250,30,7,-9999,-9999
2014-02-26,07,-39,-67,10140,230,30,-9999,-9999,-9999
2014-02-26,08,-28,-63,10134,210,20,-9999,-9999,-9999
2014-02-26,09,-14,-50,10126,280,20,8,-9999,-9999
2014-02-26,10,3,-44,10121,60,30,-9999,-9999,-9999
2014-02-26,11,6,-35,10114,70,110,-9999,-9999,-9999
2014-02-26,12,15,-24,10109,70,90,8,-9999,0
2014-02-26,13,14,-28,10102,70,130,-9999,-9999,-9999
2014-02-26,14,18,-24,10092,70,140,-9999,-9999,-9999
2014-02-26,15,18,-19,10088,70,130,8,-9999,-9999
2014-02-26,16,20,-17,10083,60,130,-9999,-9999,-9999
2014-02-26,17,24,-9,10075,60,130,-9999,-9999,-9999
2014-02-26,18,26,-3,10072,60,130,8,-9999,-9999
2014-02-26,19,23,-5,10070,60,120,-9999,-9999,-9999
2014-02-26,20,19,-7,10068,60,110,-9999,-9999,-9999
2014-02-26,21,26,-2,10065,60,130,-9999,-9999,-9999
2014-02-26,22,25,-1,10066,60,120,-9999,-9999,-9999
2014-02-26,23,28,-2,10067,60,110,-9999,-9999,-9999
2014-02-27,00,27,-2,10067,60,110,8,-9999,4
2014-02-27,01,29,-1,10066,60,110,-9999,-9999,-9999
2014-02-27,02,29,-3,10064,70,130,-9999,-9999,-9999
2014-02-27,03,27,-5,10063,70,120,-9999,-9999,-9999
2014-02-27,04,26,-3,10064,60,120,-9999,-9999,-9999
2014-02-27,05,28,-8,10063,40,90,-9999,-9999,-9999
2014-02-27,06,23,-8,10067,60,130,8,-9999,-9999
2014-02-27,07,25,-9,10069,70,110,-9999,-9999,-9999
2014-02-27,08,25,-11,10071,60,90,-9999,-9999,-9999
2014-02-27,09,28,-11,10074,50,80,8,-9999,-9999
2014-02-27,10,30,-14,10080,50,70,-9999,-9999,-9999
2014-02-27,11,29,-10,10078,60,90,-9999,-9999,-9999
2014-02-27,12,28,-13,10081,60,120,7,-9999,-1
2014-02-27,13,29,-20,10083,40,60,-9999,-9999,-9999
2014-02-27,14,23,-20,10080,30,60,-9999,-9999,-9999
2014-02-27,15,23,-20,10087,80,40,6,-9999,-9999
2014-02-27,16,29,-26,10086,60,30,-9999,-9999,-9999
2014-02-27,17,24,-28,10092,10,50,-9999,-9999,-9999
2014-02-27,18,11,-29,10097,330,80,7,-9999,-9999
2014-02-27,19,0,-27,10105,340,90,-9999,-9999,-9999
2014-02-27,20,-1,-28,10111,350,80,-9999,-9999,-9999
2014-02-27,21,-4,-27,10113,100,80,-9999,-9999,-9999
2014-02-27,22,-4,-29,10118,80,60,-9999,-9999,-9999
2014-02-27,23,-4,-32,10124,100,70,-9999,-9999,-9999
2014-02-28,00,-5,-37,10124,70,60,4,-9999,0
2014-02-28,01,-7,-38,10123,150,50,-9999,-9999,-9999
2014-02-28,02,-12,-46,10124,100,100,-9999,-9999,-9999
2014-02-28,03,-15,-50,10127,130,70,-9999,-9999,-9999
2014-02-28,04,-17,-54,10128,50,50,-9999,-9999,-9999
2014-02-28,05,-21,-54,10125,330,80,-9999,-9999,-9999
2014-02-28,06,-20,-58,10122,40,60,3,-9999,-9999
2014-02-28,07,-19,-50,10130,90,120,-9999,-9999,-9999
2014-02-28,08,-18,-48,10134,120,80,-9999,-9999,-9999
2014-02-28,09,-19,-56,10140,90,80,6,-9999,-9999
2014-02-28,10,-19,-59,10133,320,40,-9999,-9999,-9999
2014-02-28,11,-16,-53,10128,90,120,-9999,-9999,-9999
2014-02-28,12,-15,-54,10135,100,60,6,-9999,0
2014-02-28,13,-16,-55,10135,10,60,-9999,-9999,-9999
2014-02-28,14,-8,-60,10123,70,80,-9999,-9999,-9999
2014-02-28,15,-8,-57,10124,30,20,6,-9999,-9999
2014-02-28,16,-5,-55,10121,10,50,-9999,-9999,-9999
2014-02-28,17,-2,-48,10120,70,40,-9999,-9999,-9999
2014-02-28,18,-3,-52,10119,70,50,6,-9999,-9999
2014-02-28,19,-5,-48,10116,80,100,-9999,-9999,-9999
2014-02-28,20,-5,-44,10116,60,60,-9999,-9999,-9999
2014-02-28,21,-6,-56,10113,40,40,-9999,-9999,-9999
2014-02-28,22,-7,-51,10110,40,60,-9999,-9999,-9999
2014-02-28,23,-3,-48,10108,40,50,-9999,-9999,-9999
2014-03-01,00,0,-27,10105,50,60,9,-9999,0
2014-03-01,01,-2,-42,10101,20,30,-9999,-9999,-9999
2014-03-01,02,1,-47,10098,350,40,-9999,-9999,-9999
2014-03-01,03,-1,-33,10093,340,50,-9999,-9999,-9999
2014-03-01,04,11,-24,10090,60,40,-9999,-9999,-9999
2014-03-01,05,13,-16,10086,70,100,-9999,-9999,-9999
2014-03-01,06,15,-18,10084,60,80,9,-9999,-9999
2014-03-01,07,11,-15,10084,70,90,-9999,-9999,-9999
2014-03-01,08,3,-12,10082,80,100,-9999,-9999,-9999
2014-03-01,09,14,-16,10080,70,90,7,-9999,-9999
2014-03-01,10,13,-13,10078,70,80,-9999,-9999,-9999
2014-03-01,11,15,-20,10075,60,80,-9999,-9999,-9999
2014-03-01,12,15,-29,10071,70,90,7,-9999,0
2014-03-01,13,16,-29,10065,20,40,-9999,-9999,-9999
2014-03-01,14,13,-25,10053,190,20,-9999,-9999,-9999
2014-03-01,15,20,-27,10046,310,40,7,-9999,-9999
2014-03-01,16,24,-21,10040,230,20,-9999,-9999,-9999
2014-03-01,17,25,-11,10033,40,30,-9999,-9999,-9999
2014-03-01,18,25,-1,10025,60,70,8,-9999,-9999
2014-03-01,19,17,-2,10022,60,70,-9999,-9999,-9999
2014-03-01,20,18,4,10017,70,90,-9999,-9999,-9999
2014-03-01,21,16,4,10015,70,80,-9999,-9999,-9999
2014-03-01,22,18,8,10010,70,80,-9999,-9999,-9999
2014-03-01,23,19,9,10006,70,70,-9999,-9999,-9999
2014-03-02,00,19,10,10002,80,70,8,-9999,20
2014-03-02,01,20,11,9998,80,60,-9999,-9999,-9999
2014-03-02,02,21,13,9994,70,60,-9999,-9999,-9999
2014-03-02,03,20,12,9992,60,40,-9999,-9999,-9999
2014-03-02,04,21,13,9985,60,30,-9999,-9999,-9999
2014-03-02,05,22,14,9982,60,50,-9999,-9999,-9999
2014-03-02,06,25,15,9982,60,50,8,-9999,-9999
2014-03-02,07,25,15,9981,70,50,-9999,-9999,-9999
2014-03-02,08,26,17,9982,70,60,-9999,-9999,-9999
2014-03-02,09,19,10,9985,80,60,8,-9999,-9999
2014-03-02,10,15,7,9983,50,40,-9999,-9999,-9999
2014-03-02,11,22,14,9983,80,60,-9999,-9999,-9999
2014-03-02,12,22,14,9983,60,30,8,-9999,4
2014-03-02,13,22,13,9983,80,30,-9999,-9999,-9999
2014-03-02,14,22,13,9983,20,10,-9999,-9999,-9999
2014-03-02,15,20,11,9983,360,10,8,-9999,-9999
2014-03-02,16,25,17,9982,40,30,-9999,-9999,-9999
2014-03-02,17,24,16,9982,20,10,-9999,-9999,-9999
2014-03-02,18,26,17,9985,310,10,8,-9999,-9999
2014-03-02,19,23,14,9987,360,10,-9999,-9999,-9999
2014-03-02,20,23,12,9989,360,10,-9999,-9999,-9999
2014-03-02,21,19,8,9991,10,40,-9999,-9999,-9999
2014-03-02,22,19,9,9993,10,50,-9999,-9999,-9999
2014-03-02,23,5,-2,9996,360,70,-9999,-9999,-9999
2014-03-03,00,1,-4,9998,360,80,8,-9999,-1
2014-03-03,01,0,-5,9999,360,90,-9999,-9999,-9999
2014-03-03,02,-3,-8,10001,350,100,-9999,-9999,-9999
2014-03-03,03,-5,-11,10002,350,90,-9999,-9999,-9999
2014-03-03,04,-8,-16,10005,350,90,-9999,-9999,-9999
2014-03-03,05,-11,-20,10004,350,100,-9999,-9999,-9999
2014-03-03,06,-13,-22,10007,360,100,7,-9999,-9999
2014-03-03,07,-17,-27,10011,360,110,-9999,-9999,-9999
2014-03-03,08,-20,-30,10015,360,120,-9999,-9999,-9999
2014-03-03,09,-20,-29,10023,360,100,7,-9999,-9999
2014-03-03,10,-26,-34,10026,360,110,-9999,-9999,-9999
2014-03-03,11,-23,-31,10029,350,80,-9999,-9999,-9999
2014-03-03,12,-28,-37,10035,360,80,7,-9999,-1
2014-03-03,13,-30,-40,10039,10,70,-9999,-9999,-9999
2014-03-03,14,-32,-41,10040,360,80,-9999,-9999,-9999
2014-03-03,15,-31,-42,10043,360,70,7,-9999,-9999
2014-03-03,16,-34,-46,10047,360,70,-9999,-9999,-9999
2014-03-03,17,-34,-48,10050,350,60,-9999,-9999,-9999
2014-03-03,18,-33,-48,10053,350,50,8,-9999,-9999
2014-03-03,19,-33,-48,10058,340,20,-9999,-9999,-9999
2014-03-03,20,-32,-48,10062,100,60,-9999,-9999,-9999
2014-03-03,21,-31,-48,10062,110,60,-9999,-9999,-9999
2014-03-03,22,-32,-50,10064,100,50,-9999,-9999,-9999
2014-03-03,23,-33,-52,10064,80,60,-9999,-9999,-9999
2014-03-04,00,-33,-51,10066,90,70,8,-9999,0
2014-03-04,01,-33,-50,10065,100,70,-9999,-9999,-9999
2014-03-04,02,-32,-50,10063,90,80,-9999,-9999,-9999
2014-03-04,03,-31,-46,10063,100,60,-9999,-9999,-9999
2014-03-04,04,-29,-42,10059,100,70,-9999,-9999,-9999
2014-03-04,05,-26,-39,10055,90,70,-9999,-9999,-9999
2014-03-04,06,-25,-35,10052,90,80,8,-9999,-9999
2014-03-04,07,-20,-30,10047,80,90,-9999,-9999,-9999
2014-03-04,08,-15,-27,10048,90,80,-9999,-9999,-9999
2014-03-04,09,-11,-24,10046,90,50,7,-9999,-9999
2014-03-04,10,-6,-20,10040,90,70,-9999,-9999,-9999
2014-03-04,11,-2,-14,10037,90,70,-9999,-9999,-9999
2014-03-04,12,0,-10,10031,80,60,7,-9999,-1
2014-03-04,13,6,-3,10023,80,80,-9999,-9999,-9999
2014-03-04,14,10,1,10016,80,80,-9999,-9999,-9999
2014-03-04,15,12,3,10009,80,60,8,-9999,-9999
2014-03-04,16,15,6,10003,90,60,-9999,-9999,-9999
2014-03-04,17,16,8,9997,90,60,-9999,-9999,-9999
2014-03-04,18,17,9,9991,90,60,6,-9999,-9999
2014-03-04,19,15,7,9984,120,70,-9999,-9999,-9999
2014-03-04,20,13,6,9978,80,70,-9999,-9999,-9999
2014-03-04,21,18,11,9974,90,70,-9999,-9999,-9999
2014-03-04,22,18,11,9972,90,50,-9999,-9999,-9999
2014-03-04,23,17,10,9967,70,20,-9999,-9999,-9999
2014-03-05,00,17,10,9962,90,30,8,-9999,6
2014-03-05,01,20,14,9955,100,50,-9999,-9999,-9999
2014-03-05,02,19,13,9950,20,20,-9999,-9999,-9999
2014-03-05,03,20,14,9938,90,50,-9999,-9999,-9999
2014-03-05,04,20,12,9930,80,50,-9999,-9999,-9999
2014-03-05,05,24,13,9921,90,80,-9999,-9999,-9999
2014-03-05,06,22,13,9913,80,70,8,-9999,-9999
2014-03-05,07,23,15,9907,90,50,-9999,-9999,-9999
2014-03-05,08,25,17,9896,90,90,-9999,-9999,-9999
2014-03-05,09,29,20,9883,90,100,7,-9999,-9999
2014-03-05,10,31,20,9867,80,110,-9999,-9999,-9999
2014-03-05,11,25,16,9854,80,110,-9999,-9999,-9999
2014-03-05,12,27,15,9842,100,70,8,-9999,20
2014-03-05,13,25,17,9833,130,90,-9999,-9999,-9999
2014-03-05,14,17,7,9829,160,80,-9999,-9999,-9999
2014-03-05,15,16,8,9827,140,50,7,-9999,-9999
2014-03-05,16,19,9,9817,130,60,-9999,-9999,-9999
2014-03-05,17,19,10,9806,90,70,-9999,-9999,-9999
2014-03-05,18,19,10,9791,90,70,7,-9999,-9999
2014-03-05,19,21,10,9776,90,80,-9999,-9999,-9999
2014-03-05,20,21,12,9760,80,80,-9999,-9999,-9999
2014-03-05,21,26,14,9736,70,90,-9999,-9999,-9999
2014-03-05,22,30,17,9710,70,100,-9999,-9999,-9999
2014-03-05,23,21,11,9690,90,120,-9999,-9999,-9999
2014-03-06,00,17,9,9679,110,50,8,-9999,20
2014-03-06,01,16,8,9665,120,40,-9999,-9999,-9999
2014-03-06,02,13,-4,9651,100,60,-9999,-9999,-9999
2014-03-06,03,19,4,9635,70,70,-9999,-9999,-9999
2014-03-06,04,15,0,9618,40,40,-9999,-9999,-9999
2014-03-06,05,14,4,9607,70,50,-9999,-9999,-9999
2014-03-06,06,12,2,9600,70,50,7,-9999,-9999
2014-03-06,07,9,2,9599,110,50,-9999,-9999,-9999
2014-03-06,08,9,4,9603,180,40,-9999,-9999,-9999
2014-03-06,09,6,2,9611,200,70,9,-9999,-9999
2014-03-06,10,3,-3,9616,200,110,-9999,-9999,-9999
2014-03-06,11,0,-9,9615,190,150,-9999,-9999,-9999
2014-03-06,12,0,-14,9617,190,140,7,-9999,8
2014-03-06,13,-4,-13,9610,180,140,-9999,-9999,-9999
2014-03-06,14,-6,-14,9604,180,150,-9999,-9999,-9999
2014-03-06,15,-7,-16,9602,190,140,8,-9999,-9999
2014-03-06,16,-7,-13,9602,190,130,-9999,-9999,-9999
2014-03-06,17,-7,-12,9605,190,100,-9999,-9999,-9999
2014-03-06,18,1,-3,9604,180,90,7,-9999,-9999
2014-03-06,19,3,-2,9610,200,40,-9999,-9999,-9999
2014-03-06,20,0,-8,9619,240,60,-9999,-9999,-9999
2014-03-06,21,-1,-9,9626,200,60,-9999,-9999,-9999
2014-03-06,22,1,-11,9629,250,80,-9999,-9999,-9999
2014-03-06,23,2,-9,9639,250,100,-9999,-9999,-9999
2014-03-07,00,-1,-11,9651,240,80,9,-9999,10
2014-03-07,01,-8,-19,9661,240,80,-9999,-9999,-9999
2014-03-07,02,-11,-23,9669,240,70,-9999,-9999,-9999
2014-03-07,03,-13,-26,9672,250,90,-9999,-9999,-9999
2014-03-07,04,-15,-33,9677,250,90,-9999,-9999,-9999
2014-03-07,05,-15,-31,9682,250,80,-9999,-9999,-9999
2014-03-07,06,-11,-25,9684,220,70,8,-9999,-9999
